Id,SalePrice
1461,109820.99087422925
1462,144098.66366374245
1463,191989.59366396823
1464,190233.98984725357
1465,214316.80257335733
1466,193815.4216333515
1467,160950.51818445287
1468,180472.83262632
1469,171765.03769541526
1470,108712.70584177384
1471,144731.96939657413
1472,90861.61050407427
1473,100026.07403074719
1474,165971.30970028174
1475,111857.3345904036
1476,386996.4368872653
1477,253344.64329135593
1478,279398.28406828
1479,300376.54027827084
1480,448239.4106615934
1481,372785.36009985214
1482,223907.41280314297
1483,170571.22710004926
1484,170175.6052866688
1485,174082.4347334786
1486,199292.90554150124
1487,332340.54927409533
1488,225235.7227219507
1489,192330.93463094416
1490,214151.0858849273
1491,192140.27599890108
1492,135669.72455359277
1493,154185.8398888395
1494,321343.19304208783
1495,310520.3980201122
1496,215896.69798524593
1497,232654.57414830496
1498,190759.8837406574
1499,190759.8837406574
1500,193901.98552123096
1501,217991.43250562833
1502,180286.21113874548
1503,209787.05563413067
1504,247317.71579098163
1505,216245.82040530967
1506,198526.97537122457
1507,256655.8583118356
1508,203938.37288221237
1509,182467.344048293
1510,136419.83165315868
1511,134599.07767126767
1512,158427.2058690586
1513,179405.45826910713
1514,175684.7870887212
1515,233711.42485942144
1516,162068.71383284064
1517,128186.85712634717
1518,165868.54822983054
1519,156052.30937093994
1520,129374.30537540652
1521,134361.5880214558
1522,163968.63103133562
1523,144731.96939657413
1524,123120.41126369394
1525,115837.39533612994
1526,117104.00680179325
1527,116866.51715198136
1528,135786.52592032703
1529,131907.52830673315
1530,149323.4359596036
1531,151337.23247933167
1532,93727.81068526121
1533,119804.32209204862
1534,113713.4581138209
1535,137950.02102718534
1536,113332.77911518168
1537,87129.37470884784
1538,133699.1055423806
1539,178238.54838317077
1540,177477.1903858923
1541,127608.24156415288
1542,179587.08408276722
1543,219387.03997003243
1544,105660.4116342724
1545,137692.39367511962
1546,143278.3523961393
1547,165709.46788523396
1548,162480.08549964445
1549,129662.57801365384
1550,172953.75810155633
1551,102102.74865532432
1552,158823.9194525699
1553,133318.42654374134
1554,118345.05259726488
1555,208675.64887082577
1556,193165.65895632727
1557,125855.80496322922
1558,106512.83376688296
1559,145975.76654589805
1560,137633.3434506451
1561,180270.00373690727
1562,107728.24628961807
1563,105567.42798267755
1564,144848.01791956075
1565,150018.54743973986
1566,202072.7263351634
1567,97232.84308447834
1568,219199.05666203762
1569,136251.09163429833
1570,120304.92955108697
1571,133900.81774516832
1572,123220.45918570399
1573,133216.56079010514
1574,126968.99728735443
1575,172414.85926530036
1576,204621.40251617946
1577,171307.99992111695
1578,173462.22652549154
1579,144804.91378208518
1580,219776.67885242018
1581,151095.5295582756
1582,135626.80223977455
1583,249270.38560636214
1584,261645.36746116294
1585,132739.30647365435
1586,107393.2983120688
1587,117865.40475477479
1588,123934.4664431612
1589,121673.44346121333
1590,120959.4362037561
1591,116913.39507816517
1592,121929.95880075725
1593,103936.49722276072
1594,177300.7473839557
1595,137060.82421861799
1596,240421.6394888709
1597,244261.9861095719
1598,198439.66847620736
1599,129138.89438355825
1600,142841.94937105963
1601,47554.91127621486
1602,97043.01432024858
1603,83514.52054277905
1604,197915.98484611177
1605,206120.3880076107
1606,151046.3262425573
1607,217641.42786971378
1608,207041.2075346263
1609,195520.1676725232
1610,215594.70682618767
1611,149213.4335372227
1612,163702.0139698675
1613,156195.8819384973
1614,94321.79526498979
1615,99810.91949461866
1616,99810.91949461866
1617,99810.91949461866
1618,115173.99758100903
1619,111595.49277535581
1620,251157.18019583187
1621,150086.23958738204
1622,167978.7636156482
1623,196257.67964081033
1624,195733.99601071473
1625,108712.70584177384
1626,152410.8014071579
1627,190514.88645792793
1628,237916.18950922397
1629,191919.36951129965
1630,413719.7023595139
1631,246105.6706552084
1632,287206.42938729865
1633,174644.22795482728
1634,192481.16273264834
1635,184054.26441241792
1636,161161.19064245862
1637,213407.9602278872
1638,217815.98907974563
1639,184736.63977870723
1640,272191.8060046716
1641,187878.7415592808
1642,250459.8175715552
1643,249587.01152139588
1644,244088.33340539213
1645,180372.6095279106
1646,136295.9039948647
1647,143016.5105810915
1648,132303.34438975292
1649,122012.12623123857
1650,107287.76794290263
1651,107287.76794290263
1652,90861.61050407427
1653,90861.61050407427
1654,174001.12536174754
1655,130971.78708889283
1656,165971.30970028174
1657,174001.12536174754
1658,165971.30970028174
1659,111857.3345904036
1660,127553.55139351553
1661,461097.051564491
1662,447224.33374820673
1663,333874.0784200304
1664,444517.4619791757
1665,285827.1045197288
1666,293609.3608556932
1667,418463.82120225154
1668,287011.3609186799
1669,251145.30997901814
1670,298008.0274803687
1671,289887.4121732755
1672,406959.6161838694
1673,398162.28293451853
1674,263833.7713963513
1675,221877.25897636966
1676,213079.92572701865
1677,221877.25897636966
1678,413726.79560644715
1679,364326.38582163
1680,310865.6683832663
1681,238456.84856168498
1682,281766.79686618224
1683,229828.69479789844
1684,179840.8152523027
1685,182228.43644303468
1686,176721.65066286374
1687,174082.4347334786
1688,192059.81781663682
1689,189531.74832056768
1690,182158.2122903661
1691,171835.2618480838
1692,218323.6509146883
1693,174082.4347334786
1694,183913.81610708075
1695,178014.98728291946
1696,239952.68993661302
1697,178014.98728291946
1698,350844.037537473
1699,296380.94000753114
1700,296206.37879749923
1701,311131.36225522374
1702,234051.06382855988
1703,230734.40083795445
1704,234574.7474586555
1705,211008.98410435373
1706,303351.86421121034
1707,211358.10652441747
1708,208390.56595387575
1709,219562.4833959151
1710,212405.47378460865
1711,242691.8437251372
1712,246270.34853079045
1713,231083.5232580182
1714,221569.93731128154
1715,230297.9978128748
1716,153649.52918687486
1717,146928.92260064807
1718,148412.69288591892
1719,205494.20856633876
1720,179310.02706155903
1721,144572.3462652179
1722,144572.3462652179
1723,144572.3462652179
1724,173898.6295505712
1725,232551.19612127784
1726,198337.1989550323
1727,163599.51815869118
1728,181753.88400200513
1729,169534.5992997746
1730,211603.85091745405
1731,114519.38954000258
1732,105567.42798267755
1733,105567.42798267755
1734,117606.27283563191
1735,109271.68793743274
1736,109271.68793743274
1737,280175.47245210304
1738,269498.51366262394
1739,348301.37579441554
1740,236669.48197903787
1741,195647.59762154962
1742,217991.43250562833
1743,212754.5962046724
1744,252245.67884700463
1745,256260.58667773753
1746,322506.5658848303
1747,219299.7593650165
1748,269311.54603914585
1749,155497.63709836986
1750,145023.96449645795
1751,238588.77307353757
1752,107287.76794290263
1753,163018.67243208812
1754,218776.0757349209
1755,154101.14741811494
1756,109662.6644410213
1757,107287.76794290263
1758,146711.04981167306
1759,175684.7870887212
1760,142832.05219807915
1761,141169.62464939608
1762,208300.03232955132
1763,163651.97816491977
1764,114887.43673688246
1765,172755.7480743748
1766,153914.9025226331
1767,162939.50921548417
1768,129453.46859201047
1769,144098.66366374245
1770,117104.00680179325
1771,134044.93515503997
1772,148294.31414375216
1773,133886.60872183208
1774,186609.3109800672
1775,122962.08483048604
1776,126920.24566068387
1777,101667.17956402169
1778,120508.02511576338
1779,134678.24088787162
1780,159772.9805513259
1781,133886.60872183208
1782,84591.51471791965
1783,120121.55459091465
1784,100262.80016190138
1785,102737.21365305639
1786,185154.21685845012
1787,141566.47151425804
1788,72346.34026169102
1789,88017.62570567273
1790,80340.59923311487
1791,240281.97183754985
1792,148135.98771054426
1793,121220.494065199
1794,114174.96778744685
1795,126366.10314445618
1796,129295.14215880257
1797,128582.67320936696
1798,121299.65728180295
1799,96838.22335118034
1800,132540.8340395648
1801,154548.20825546473
1802,157239.7576199993
1803,181859.5179838298
1804,113383.33562140728
1805,121616.31014821879
1806,121771.16358501799
1807,157681.88245665218
1808,117203.01560134719
1809,127227.56256551364
1810,133191.5335441949
1811,142264.38301176328
1812,126148.97206936916
1813,118598.8385963577
1814,88969.32320227081
1815,73171.14475874268
1816,84591.51471791965
1817,130146.10155508107
1818,161679.01194236413
1819,116060.9786054295
1820,86114.23071247656
1821,128242.70656188493
1822,130844.01305258632
1823,69986.02676530952
1824,163876.57517989937
1825,183252.8694934364
1826,138565.19972527894
1827,125734.95078793686
1828,176968.66593228924
1829,132455.55737416368
1830,146515.29849656805
1831,157681.88245665218
1832,169356.038414922
1833,168874.95224836102
1834,124880.04207390503
1835,152606.16247479577
1836,145832.87252415484
1837,78277.68424182311
1838,122878.0734049646
1839,93219.89480016021
1840,124053.46765273741
1841,122625.45313782296
1842,121435.4410420609
1843,120075.77947213539
1844,118686.68198910219
1845,175794.02295824475
1846,126712.57855773842
1847,222294.17660062935
1848,89824.32317496795
1849,129497.77299084878
1850,120275.17924869293
1851,137113.85040372584
1852,120751.18408699775
1853,119561.1719912357
1854,139946.47419937348
1855,164123.20178878677
1856,211342.00910240624
1857,223299.451989589
1858,241802.94025296668
1859,181317.48097692546
1860,154609.61584205012
1861,179397.30766657495
1862,290592.798456873
1863,290592.798456873
1864,290592.798456873
1865,218539.18066694005
1866,222664.17461854036
1867,196676.71272345865
1868,234832.90677576116
1869,178320.4896388374
1870,174607.99508239716
1871,199770.45818715883
1872,191932.9696791183
1873,211564.427480178
1874,147383.03500183535
1875,196161.08847950862
1876,228026.6667556207
1877,194201.71635249845
1878,199151.7090944188
1879,138823.6725522648
1880,139545.54649379483
1881,211423.5661004296
1882,270514.10445710353
1883,223179.7988624904
1884,238132.90193704137
1885,201317.33091900893
1886,233801.6582878611
1887,191417.34543516827
1888,210495.44246131956
1889,189251.72361057813
1890,122536.2022306408
1891,120245.42894629888
1892,114414.36967706487
1893,129051.518454938
