Id,SalePrice
1461,110726.62023569488
1462,141127.75340643755
1463,178391.00906161996
1464,182665.22524974326
1465,188497.88788874968
1466,177520.54132208097
1467,168049.19212385165
1468,162998.7007312118
1469,196239.97333211187
1470,134988.2957996777
1471,190889.62999055974
1472,82528.30387438188
1473,91073.30040785485
1474,163625.16827838417
1475,74004.25687219188
1476,386961.92033870996
1477,244196.6830447714
1478,296527.85112454876
1479,316430.27964766277
1480,474753.48753009853
1481,333123.82117971097
1482,203282.37840304102
1483,177617.0350113814
1484,135770.45793605183
1485,206594.59345881199
1486,194257.90996815384
1487,316984.7248858399
1488,240367.21349053073
1489,190238.5593683706
1490,228011.38923421048
1491,179473.69111500893
1492,103096.8884519338
1493,175635.75610011953
1494,311565.6186368998
1495,295678.07230568223
1496,228125.27792666663
1497,207170.2727200466
1498,147092.2142208739
1499,160380.6281986212
1500,164911.39923111463
1501,198012.1469446032
1502,131277.43785665592
1503,252636.9870478868
1504,246343.86259995063
1505,224236.98724852857
1506,190570.71872168174
1507,241472.97683305628
1508,206303.7777493173
1509,142272.05187508062
1510,152924.25458660146
1511,144279.87289930217
1512,175206.3241877276
1513,153715.76311074934
1514,155103.97732483989
1515,205409.6672834658
1516,145097.2699419851
1517,164882.69687453358
1518,149790.82932750124
1519,187015.71714705054
1520,128192.42578772687
1521,118881.66602280454
1522,185128.11106012674
1523,104433.78741812942
1524,121954.51234810708
1525,107161.68800389893
1526,115064.3563538358
1527,145764.655730272
1528,128268.03793208436
1529,134355.7805148109
1530,172614.8149216661
1531,141552.7329847384
1532,101091.63488909208
1533,154819.35660575214
1534,97435.068783513
1535,147999.43867033278
1536,90068.09126009629
1537,97240.54855458907
1538,117582.559835331
1539,190823.0318329596
1540,112887.22164022073
1541,127228.00902137607
1542,172528.24203604207
1543,238918.86679832864
1544,86482.23230857168
1545,94443.15016987282
1546,146192.01646578312
1547,164682.80740158694
1548,132817.60222842466
1549,102499.21774096748
1550,164720.5148042563
1551,120123.31032057058
1552,151751.19330321506
1553,121541.78286250832
1554,103955.53115982006
1555,189947.56167022864
1556,168354.8966488452
1557,110408.36822681675
1558,87723.97541637678
1559,92710.98890766865
1560,163343.85644252293
1561,152248.45044689745
1562,140911.13630245154
1563,123947.88724621409
1564,162399.2879784813
1565,125629.71368028846
1566,227191.062929067
1567,112569.26857976564
1568,212031.6316452663
1569,129613.99664378495
1570,150573.78341427603
1571,110016.10672530188
1572,136424.65203193974
1573,207354.9990145977
1574,133197.91254090247
1575,215698.77163239464
1576,229666.2279850016
1577,178411.15237663698
1578,153481.2120629992
1579,145054.28572770132
1580,193868.90556969057
1581,150328.82737288874
1582,124949.09419910071
1583,281519.80683579115
1584,232805.6970098999
1585,148575.0140794345
1586,126914.047363838
1587,94465.47808300919
1588,126972.69081696417
1589,86940.27670381538
1590,133569.74481342966
1591,97393.24070503227
1592,154959.5450890782
1593,141986.70077785346
1594,138850.00092286005
1595,129884.63483957006
1596,236063.2385329196
1597,215571.9907903645
1598,237642.44190675928
1599,134189.04085676128
1600,145682.5004411618
1601,60952.15390323628
1602,95140.5144559512
1603,61215.566735480934
1604,251201.86257500673
1605,204832.0980111601
1606,172769.1814764826
1607,184648.05006484818
1608,203411.30770438068
1609,173710.20838295895
1610,152546.90914397358
1611,165986.09396662374
1612,171135.50180973203
1613,167369.44711403432
1614,125743.80130200794
1615,61605.173626221425
1616,61785.27157656598
1617,72515.63867167139
1618,113781.42128592079
1619,143618.15114420824
1620,204414.93115620193
1621,120334.0001842306
1622,116238.46151946884
1623,237738.6259137901
1624,188287.3946209044
1625,109079.13585850087
1626,171421.60074089136
1627,174881.8135122361
1628,243459.21213028464
1629,201437.09928258596
1630,396459.14305709343
1631,225216.15918258383
1632,269147.662475732
1633,182311.53593045997
1634,189869.49657544616
1635,187452.43624347477
1636,167691.477815288
1637,208019.62791744483
1638,181037.34398458782
1639,186962.42243384256
1640,240219.3493033365
1641,193505.4203120346
1642,288833.3708043694
1643,236713.58390492474
1644,229693.38754499907
1645,201994.82817835402
1646,155901.68525758723
1647,149004.42835765463
1648,142718.38520569378
1649,135939.15902827948
1650,115930.62025786903
1651,128229.94569055129
1652,96466.44727520103
1653,96139.52022294601
1654,167569.89028973202
1655,142904.3223643437
1656,156448.29929599413
1657,179953.32061566657
1658,156781.59773800193
1659,86000.00485357238
1660,161181.7320280275
1661,472420.4798776566
1662,451576.2927188333
1663,358971.10566236504
1664,490322.12329224986
1665,303238.3518991401
1666,296998.39577798266
1667,398208.5711529025
1668,317013.76475359045
1669,289634.316383556
1670,328028.13686465786
1671,272022.9284566714
1672,435286.031667253
1673,347290.98033311724
1674,245153.2745740583
1675,201088.45097064623
1676,210487.0266819525
1677,216761.18850975193
1678,427904.5000361601
1679,393194.5677369261
1680,347000.43048286345
1681,253834.21285873998
1682,276275.1711359727
1683,206057.78757703557
1684,173574.20989574562
1685,175771.32296311978
1686,154846.1175585922
1687,192070.6894342349
1688,186211.40585428837
1689,183931.28867541935
1690,187976.96085217482
1691,175827.42848793746
1692,235300.09421331526
1693,182274.99056867894
1694,180872.2200602178
1695,186326.59930369776
1696,259361.44896179248
1697,186041.29866449395
1698,363951.9641264087
1699,311897.70516178274
1700,270510.3318637041
1701,291800.11348834325
1702,240174.58443652643
1703,252398.20794108827
1704,262981.09316518257
1705,205331.64978279514
1706,410815.81888177036
1707,212013.60426075375
1708,192427.45862531278
1709,229761.49369551655
1710,211711.3493139935
1711,253261.06701165144
1712,271286.5502873918
1713,295438.9950517182
1714,223242.07161799152
1715,213990.18270497755
1716,160701.30274491053
1717,166007.95257199064
1718,133431.6493465086
1719,191946.10076028196
1720,197352.91155717027
1721,152439.2831348334
1722,131950.83491505077
1723,167000.24177716987
1724,212498.4382740664
1725,234113.39955298495
1726,179834.68302760914
1727,170994.84953901405
1728,178126.6936511133
1729,142821.22288695435
1730,188112.80611564755
1731,131264.60345313972
1732,127310.66315528477
1733,108980.36119065236
1734,111569.60971841731
1735,137230.506991118
1736,116731.11246820932
1737,312091.97263558744
1738,236508.46133998124
1739,382522.1754152164
1740,268063.3249590759
1741,202682.17135587198
1742,198057.58148151668
1743,185824.16171771014
1744,298958.002490198
1745,234178.31629840794
1746,308440.25159596256
1747,207977.45690455538
1748,234384.35922622922
1749,168531.3616909152
1750,118817.11575605381
1751,222848.77939936687
1752,121061.1184884683
1753,154646.35983748076
1754,182749.59444031236
1755,168637.8088240606
1756,141491.61559127813
1757,102411.94924855603
1758,167586.68888263608
1759,184235.9577571275
1760,183395.8866440197
1761,161583.35123700983
1762,163131.61810073073
1763,168939.68848030857
1764,124173.83983838311
1765,170240.85896386192
1766,172902.8329914523
1767,217164.6804557278
1768,127595.58299312276
1769,162352.8628656634
1770,152083.01008075004
1771,115685.25194746107
1772,144106.58683083006
1773,142095.55668510613
1774,161353.6591548491
1775,123004.18477315678
1776,127948.12758025729
1777,109500.10208279273
1778,150718.00175100763
1779,129133.67678635326
